2024-12-02 00:06:01,694 - INFO - Importing data for model UserDemographicsDimension from User_Demographics_Dimension...
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 1, 'age_group': '55+', 'city': 'Cairo', 'region': 'Cairo'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 2, 'age_group': '18-24', 'city': 'Giza', 'region': 'Cairo'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 3, 'age_group': '35-44', 'city': 'Qalyubia', 'region': 'Cairo'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 4, 'age_group': '35-44', 'city': 'Tanta', 'region': 'Delta'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 5, 'age_group': '25-34', 'city': 'Zagazig', 'region': 'Delta'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 6, 'age_group': '55+', 'city': 'Damietta', 'region': 'Delta'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 7, 'age_group': '35-44', 'city': 'Beni Suef', 'region': 'Delta'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 8, 'age_group': '45-54', 'city': 'Alexandria', 'region': 'Alexandria'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 9, 'age_group': '18-24', 'city': 'Matrouh', 'region': 'Alexandria'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 10, 'age_group': '25-34', 'city': 'Aswan', 'region': 'North Upper Egypt'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 11, 'age_group': '18-24', 'city': 'Luxor', 'region': 'North Upper Egypt'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 12, 'age_group': '35-44', 'city': 'Minya', 'region': 'North Upper Egypt'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 13, 'age_group': '25-34', 'city': 'Sohag', 'region': 'North Upper Egypt'}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 14, 'age_group': '55+', 'city': 'Hurghada', 'region': 'Red Sea '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 15, 'age_group': '35-44', 'city': 'Safaga', 'region': 'Red Sea '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 16, 'age_group': '55+', 'city': 'Marsa Alam', 'region': 'Red Sea '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 17, 'age_group': '55+', 'city': 'Ismailia', 'region': 'Suez Canal  '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 18, 'age_group': '25-34', 'city': 'Suez', 'region': 'Suez Canal  '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 19, 'age_group': '18-24', 'city': 'Port Said', 'region': 'Suez Canal  '}
2024-12-02 00:06:01,710 - DEBUG - Raw data for UserDemographicsDimension: {'user_demographics_id': 20, 'age_group': '18-24', 'city': 'Asyut', 'region': 'Asyut'}
2024-12-02 00:06:01,710 - INFO - Successfully imported 20 records into UserDemographicsDimension.
2024-12-02 00:06:01,710 - INFO - Importing data for model UserDimension from User_Dimension...
2024-12-02 00:06:01,725 - DEBUG - Raw data for UserDimension: {'user_id': 1, 'username': 'roberthiggins', 'phone': '(380)809-5875x14526', 'is_active': 1, 'phone_credit': 383.49, 'is_admin': 1, 'user_demographics_id': 8}
2024-12-02 00:06:01,727 - DEBUG - Raw data for UserDimension: {'user_id': 2, 'username': 'lisareyes', 'phone': '001-526-407-9376', 'is_active': 0, 'phone_credit': 323.81, 'is_admin': 1, 'user_demographics_id': 3}
2024-12-02 00:06:01,727 - DEBUG - Raw data for UserDimension: {'user_id': 3, 'username': 'smithfrank', 'phone': '4849087651', 'is_active': 0, 'phone_credit': 937.14, 'is_admin': 1, 'user_demographics_id': 18}
2024-12-02 00:06:01,727 - DEBUG - Raw data for UserDimension: {'user_id': 4, 'username': 'browncarl', 'phone': '+1-833-843-7254x031', 'is_active': 0, 'phone_credit': 940.14, 'is_admin': 1, 'user_demographics_id': 2}
2024-12-02 00:06:01,728 - DEBUG - Raw data for UserDimension: {'user_id': 5, 'username': 'nlarson', 'phone': '9638960235', 'is_active': 0, 'phone_credit': 672.96, 'is_admin': 1, 'user_demographics_id': 1}
2024-12-02 00:06:01,729 - DEBUG - Raw data for UserDimension: {'user_id': 6, 'username': 'kelly07', 'phone': '564.551.7581x37541', 'is_active': 0, 'phone_credit': 499.15, 'is_admin': 1, 'user_demographics_id': 15}
2024-12-02 00:06:01,729 - DEBUG - Raw data for UserDimension: {'user_id': 7, 'username': 'sharper', 'phone': '001-454-625-7799x933', 'is_active': 0, 'phone_credit': 209.11, 'is_admin': 1, 'user_demographics_id': 4}
2024-12-02 00:06:01,730 - DEBUG - Raw data for UserDimension: {'user_id': 8, 'username': 'douglas80', 'phone': '977.432.7951', 'is_active': 0, 'phone_credit': 792.57, 'is_admin': 1, 'user_demographics_id': 2}
2024-12-02 00:06:01,730 - DEBUG - Raw data for UserDimension: {'user_id': 9, 'username': 'sean67', 'phone': '564.432.8172x920', 'is_active': 0, 'phone_credit': 365.14, 'is_admin': 1, 'user_demographics_id': 8}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 10, 'username': 'trevor88', 'phone': '995.238.4993x670', 'is_active': 0, 'phone_credit': 205.25, 'is_admin': 1, 'user_demographics_id': 6}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 11, 'username': 'joseph26', 'phone': '+1-518-535-3834x4181', 'is_active': 0, 'phone_credit': 206.29, 'is_admin': 1, 'user_demographics_id': 6}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 12, 'username': 'sylvia90', 'phone': '304.641.0518x213', 'is_active': 0, 'phone_credit': 159.85, 'is_admin': 1, 'user_demographics_id': 12}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 13, 'username': 'jonathan29', 'phone': '(479)681-3921', 'is_active': 0, 'phone_credit': 852.92, 'is_admin': 1, 'user_demographics_id': 2}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 14, 'username': 'lopezdanielle', 'phone': '933.899.2003x713', 'is_active': 0, 'phone_credit': 363.3, 'is_admin': 1, 'user_demographics_id': 13}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 15, 'username': 'lisa52', 'phone': '(814)869-6655x2192', 'is_active': 0, 'phone_credit': 673.94, 'is_admin': 1, 'user_demographics_id': 12}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 16, 'username': 'rjennings', 'phone': '9237484723', 'is_active': 0, 'phone_credit': 575.75, 'is_admin': 1, 'user_demographics_id': 17}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 17, 'username': 'taylormichelle', 'phone': '-10219', 'is_active': 0, 'phone_credit': 932.89, 'is_admin': 1, 'user_demographics_id': 4}
2024-12-02 00:06:01,731 - DEBUG - Raw data for UserDimension: {'user_id': 18, 'username': 'lisa75', 'phone': '+1-708-496-8941x189', 'is_active': 0, 'phone_credit': 725.84, 'is_admin': 1, 'user_demographics_id': 11}
